SHIPMT_ID,ORIG_STATE,ORIG_MA,ORIG_CFS_AREA,DEST_STATE,DEST_MA,DEST_CFS_AREA,NAICS,QUARTER,SCTG,MODE,SHIPMT_VALUE,SHIPMT_WGHT,SHIPMT_DIST_GC,SHIPMT_DIST_ROUTED,TEMP_CNTL_YN,EXPORT_YN,EXPORT_CNTRY,HAZMAT,WGT_FACTOR
0041165,16,99999,16-99999,53,99999,53-99999,325,4,20,05,231,2429,234,290,N,N,N,H,53.5
0041166,48,99999,48-99999,48,99999,48-99999,327,4,13,04,2872,47861,137,169,N,N,N,N,57.8
0041167,13,122,13-122,13,99999,13-99999,325,3,24,05,26265,41532,20,26,N,N,N,N,68.3
0041168,32,99999,32-99999,32,99999,32-99999,327,2,31,05,751,3565,3,5,N,N,N,N,210.7
0041169,06,348,06-348,06,348,06-348,324,4,20,04,600,473,26,30,N,N,N,N,396.3
0041170,20,99999,20-99999,17,176,17-176,314,2,30,14,1405,120,592,729,N,N,N,N,44.6
0041171,39,198,39-198,39,198,39-198,336,1,36,05,26425,13227,27,28,N,N,N,N,163.5
0041172,01,142,01-142,29,312,29-312,4232,3,26,14,188,82,579,749,N,N,N,N,168.4
0041173,48,206,48-206,48,206,48-206,4236,3,35,14,475,5,9,12,N,N,N,N,1298.8
0041174,36,464,36-464,48,206,48-206,4238,3,23,04,10947,597,1262,1480,N,N,N,N,363.3
0041175,12,370,12-370,53,500,53-500,4249,4,03,04,362,107,2726,3399,Y,N,N,N,337.0
0041176,51,99999,51-99999,37,99999,37-99999,313,1,30,04,20152,9685,103,119,N,N,N,N,381.4
0041177,50,99999,50-99999,50,99999,50-99999,324,2,12,04,51,8132,18,23,N,N,N,N,10683.9
0041178,34,408,34-408,34,408,34-408,4238,2,40,05,832,185,9,12,N,N,N,N,1125.9
0041179,36,99999,36-99999,53,500,53-500,4234,3,35,14,162,2,2308,2984,N,N,N,N,501.8
0041180,37,268,37-268,48,288,48-288,4541,3,29,14,24,13,995,1156,N,N,N,N,13534.8
0041181,06,488,06-488,06,488,06-488,4232,1,39,04,799,354,7,9,N,N,N,N,1172.2
0041182,42,99999,42-99999,42,99999,42-99999,4248,2,08,05,2173,3505,56,73,N,N,N,N,123.3
0041183,25,99999,25-99999,10,428,10-428,333,3,35,14,8,8,231,263,N,N,N,N,444.4
0041184,39,184,39-184,26,220,26-220,334,4,38,14,1188,32,100,204,N,Y,O,N,229.9
0041185,27,378,27-378,27,378,27-378,334,3,35,05,1486,14,4,8,N,N,N,N,156.8
0041186,21,350,21-350,36,464,36-464,334,2,35,14,85,21,510,581,N,N,N,N,32.7
0041187,09,408,09-408,09,25540,09-25540,4244,1,05,05,84,33,11,15,Y,N,N,N,2652.8
0041188,48,206,48-206,48,41700,48-41700,4232,2,40,05,249,103,213,264,N,N,N,N,1006.1
0041189,35,99999,35-99999,35,99999,35-99999,323,3,29,05,226,158,260,314,N,N,N,N,2264.8
0041190,48,206,48-206,48,41700,48-41700,4931,3,43,05,34963,48556,222,248,N,N,N,N,637.0
0041191,31,99999,31-99999,31,99999,31-99999,5111,3,29,04,26,64,4,5,N,N,N,N,195.2
0041192,06,488,06-488,06,488,06-488,4249,4,23,14,56,18,1,1,N,N,N,P,227.6
0041193,18,294,18-294,13,122,13-122,4242,2,23,14,55,2,421,544,N,N,N,N,7441.9
0041194,49,482,49-482,49,99999,49-99999,312,2,08,04,16755,22221,218,249,N,N,N,N,16.0
0041195,17,176,17-176,17,176,17-176,323,2,29,05,2217,8143,2,2,N,N,N,N,355.0
0041196,34,408,34-408,26,220,26-220,333,2,34,14,4308,21,468,629,N,N,N,N,215.7
0041197,06,488,06-488,06,348,06-348,333,1,35,14,2574,5,311,1978,N,Y,O,N,231.5
0041198,55,376,55-376,42,408,42-408,4541,3,20,14,47,5,655,817,N,N,N,N,16623.2
0041199,26,99999,26-99999,12,370,12-370,333,2,34,14,2749,55,1190,1490,N,Y,O,N,158.8
0041200,32,99999,32-99999,06,488,06-488,322,4,28,04,1175,276,194,254,N,N,N,N,112.0
0041201,38,99999,38-99999,19,99999,19-99999,339,2,40,14,356,88,438,572,N,N,N,N,408.1
0041202,20,312,20-312,48,238,48-238,4236,2,35,04,26044,2242,822,1034,N,N,N,N,230.4
0041203,24,12580,24-12580,48,206,48-206,323,3,29,14,188,4,1225,1385,N,N,N,N,1419.3
0041204,37,99999,37-99999,51,99999,51-99999,333,4,24,04,15675,662,262,303,N,N,N,N,448.4
0041205,53,99999,53-99999,36,408,36-408,322,2,27,04,18755,38275,2244,2782,N,Y,O,N,85.5
0041206,48,206,48-206,18,294,18-294,339,1,40,14,2479,123,787,934,N,N,N,N,196.7
0041207,31,420,31-420,31,420,31-420,4249,2,09,05,15,2,6,10,N,N,N,N,1164.5
0041208,36,408,36-408,36,408,36-408,334,4,35,14,5312,3,23,360,N,Y,C,N,43.1
0041209,42,428,42-428,39,184,39-184,322,2,27,04,3560,1146,318,397,N,N,N,N,757.2
0041210,48,13140,48-13140,48,13140,48-13140,4233,2,30,05,68,2,5,6,N,N,N,N,195.5
0041211,12,370,12-370,12,370,12-370,322,2,27,04,432,905,4,5,N,N,N,N,17.4
0041212,32,99999,32-99999,49,482,49-482,332,1,32,04,465,204,421,514,N,N,N,N,64.1
0041213,30,99999,30-99999,30,99999,30-99999,323,1,28,04,1669,164,4,4,N,N,N,N,111.4
0041214,30,99999,30-99999,30,99999,30-99999,4241,1,27,05,1303,1809,179,220,N,N,N,N,361.6
0041215,12,300,12-300,12,300,12-300,337,3,26,05,548,269,3,4,N,N,N,N,498.8
0041216,31,99999,31-99999,19,99999,19-99999,4237,2,33,04,25,2,380,457,N,N,N,N,1486.7
0041217,54,99999,54-99999,04,38060,04-38060,325,4,23,04,5747,3474,1755,2035,N,N,N,H,94.3
0041218,51,545,51-545,51,545,51-545,45431,3,18,05,435,811,4,5,N,N,N,P,107.9
0041219,06,41740,06-41740,06,41740,06-41740,323,3,29,05,153,1,4,4,N,N,N,N,310.9
0041220,55,376,55-376,55,99999,55-99999,322,2,28,05,12624,16678,49,61,N,N,N,N,790.8
0041221,26,220,26-220,26,220,26-220,4241,3,28,05,203,154,8,11,N,N,N,N,950.4
0041222,37,450,37-450,37,450,37-450,4237,4,34,05,24,1,19,25,N,N,N,N,112.4
0041223,39,178,39-178,39,212,39-212,4247,3,17,05,26031,50984,17,18,N,N,N,P,205.6
0041224,21,99999,21-99999,22,406,22-406,325,3,20,04,90424,6572,672,791,N,Y,O,H,14.1
0041225,24,47900,24-47900,24,47900,24-47900,4246,1,43,04,131,24,4,4,N,N,N,N,481.7
0041226,47,400,47-400,47,400,47-400,4238,1,33,05,65,3,5,6,N,N,N,N,251.0
0041227,18,99999,18-99999,18,99999,18-99999,324,4,19,05,1099,39972,5,6,N,N,N,N,179.6
0041228,48,12420,48-12420,48,12420,48-12420,4238,3,43,14,460,9,7,10,N,N,N,N,661.3
0041229,26,220,26-220,26,220,26-220,311,1,07,05,345,761,13,17,Y,N,N,N,998.5
0041230,22,406,22-406,22,99999,22-99999,331,4,20,05,4501,43319,203,238,N,N,N,N,59.8
0041231,40,99999,40-99999,48,99999,48-99999,4248,1,34,04,679,158,347,427,N,N,N,N,191.4
0041232,36,408,36-408,42,428,42-428,311,2,07,05,61,45,107,130,N,N,N,N,55.7
0041233,55,99999,55-99999,17,99999,17-99999,322,3,27,05,1928,2721,129,157,N,N,N,N,440.9
0041234,55,376,55-376,17,176,17-176,336,4,37,14,517,22,67,73,N,N,N,N,347.5
0041235,18,258,18-258,18,294,18-294,327,1,31,04,16952,100764,97,136,N,N,N,N,10.2
0041236,40,538,40-538,24,12580,24-12580,333,1,34,04,249,4,1075,1231,N,N,N,N,77.1
0041237,45,99999,45-99999,45,99999,45-99999,551114,2,26,05,211,370,17,22,N,N,N,N,1790.8
0041238,55,376,55-376,48,206,48-206,5111,3,29,04,1496,441,863,1059,N,N,N,N,420.2
0041239,42,99999,42-99999,20,312,20-312,323,1,29,04,30165,2850,1018,1144,N,N,N,N,201.3
0041240,19,99999,19-99999,19,99999,19-99999,325,1,04,04,12273,24363,158,175,N,N,N,N,74.2
0041241,34,408,34-408,34,408,34-408,315,3,30,14,240,4,62,83,N,N,N,N,41.7
0041242,37,99999,37-99999,37,99999,37-99999,45431,3,19,05,81,358,5,6,N,N,N,H,307.6
0041243,48,29700,48-29700,48,99999,48-99999,4236,4,35,05,319,425,72,79,N,N,N,N,743.4
0041244,06,348,06-348,04,99999,04-99999,4236,1,39,14,89,23,236,290,N,N,N,N,1028.4
0041245,06,348,06-348,06,348,06-348,4244,3,05,05,38431,13494,12,16,Y,N,N,N,466.8
0041246,22,99999,22-99999,22,99999,22-99999,4233,2,31,05,688,26780,23,31,N,N,N,N,225.8
0041247,37,99999,37-99999,39,184,39-184,322,3,27,06,40393,79555,412,674,N,N,N,N,154.7
0041248,41,440,41-440,41,440,41-440,4237,3,34,04,576,33,7,7,N,N,N,N,1188.7
0041249,48,206,48-206,48,99999,48-99999,4244,1,43,05,87,252,53,61,N,N,N,N,574.1
0041250,29,99999,29-99999,39,178,39-178,335,1,39,14,162,21,549,634,N,N,N,N,345.5
0041251,34,408,34-408,45,99999,45-99999,333,2,34,14,29,5,551,674,N,N,N,N,121.9
0041252,27,378,27-378,27,99999,27-99999,327,4,31,04,4355,49571,49,59,N,N,N,N,55.9
0041253,15,46520,15-46520,15,46520,15-46520,4244,2,04,05,12231,7295,6,8,Y,N,N,N,1670.0
0041254,30,99999,30-99999,30,99999,30-99999,551114,1,18,05,10250,22724,12,12,N,N,N,P,256.4
0041255,48,99999,48-99999,48,99999,48-99999,4249,4,09,05,3382,406,72,78,Y,N,N,N,1180.8
0041256,45,16700,45-16700,51,47900,51-47900,4243,4,30,14,64,2,439,519,N,N,N,N,71.2
0041257,40,416,40-416,40,416,40-416,327,2,31,05,388,19904,8,12,N,N,N,N,144.2
0041258,37,268,37-268,06,348,06-348,313,1,30,14,1495,57,2113,2411,N,N,N,N,77.6
0041259,27,99999,27-99999,17,99999,17-99999,331,3,32,04,37848,28880,177,225,N,N,N,N,26.0
0041260,12,422,12-422,12,99999,12-99999,4235,4,32,05,48856,32913,42,50,N,N,N,N,52.5
0041261,26,266,26-266,18,99999,18-99999,311,2,06,04,9047,2714,351,446,N,N,N,N,197.8
0041262,17,176,17-176,17,176,17-176,4244,2,05,05,416,452,6,8,Y,N,N,N,1396.6
0041263,26,266,26-266,26,266,26-266,4232,3,39,05,45,45,26,31,N,N,N,N,86.4
0041264,22,99999,22-99999,21,350,21-350,332,1,32,04,35139,46209,596,749,N,N,N,N,108.6
0041265,19,99999,19-99999,19,99999,19-99999,4242,1,04,04,42,6,19,23,N,N,N,N,506.0
0041266,17,176,17-176,06,348,06-348,4249,4,29,14,38,5,1702,1980,N,N,N,N,6458.9
0041267,55,99999,55-99999,17,176,17-176,326,2,24,14,876,65,146,164,N,N,N,N,73.6
0041268,55,99999,55-99999,55,376,55-376,4249,1,04,05,109,498,33,43,N,N,N,N,175.7
0041269,27,378,27-378,29,99999,29-99999,4238,1,34,14,283,7,405,534,N,N,N,N,156.6
0041270,28,99999,28-99999,25,148,25-148,4541,3,40,04,315,92,1219,1402,N,N,N,N,2184.7
0041271,13,99999,13-99999,13,99999,13-99999,4247,4,17,04,6872,16998,139,159,N,N,N,P,1843.3
0041272,39,99999,39-99999,12,99999,12-99999,331,4,32,04,108971,49763,832,1009,N,N,N,N,22.7
0041273,17,176,17-176,27,378,27-378,4246,3,24,04,680,519,350,408,N,N,N,N,104.0
0041274,04,38060,04-38060,48,238,48-238,331,3,31,05,193,49659,364,454,N,N,N,N,48.9
0041275,06,472,06-472,25,148,25-148,339,1,38,14,701,2,2637,3041,N,N,N,N,1141.9
0041276,47,400,47-400,32,332,32-332,4242,2,21,14,8631,9,1593,1612,Y,N,N,N,304.5
0041277,30,99999,30-99999,12,370,12-370,326,3,40,14,860,1,2342,2962,N,N,N,N,34.0
0041278,18,176,18-176,18,294,18-294,325,2,23,04,4890,37545,151,191,N,N,N,N,108.3
0041279,42,99999,42-99999,42,99999,42-99999,4238,3,34,05,74,81,4,4,N,N,N,N,2685.0
0041280,37,99999,37-99999,37,99999,37-99999,4236,1,35,14,64,2,23,33,N,N,N,N,480.5
0041281,31,420,31-420,31,420,31-420,4236,1,35,05,22,18,3,3,N,N,N,N,226.9
0041282,48,206,48-206,48,206,48-206,4233,4,10,05,1274,2302,21,25,N,N,N,N,306.3
0041283,45,99999,45-99999,48,288,48-288,4238,3,34,14,980,50,907,1047,N,N,N,N,4361.0
0041284,36,464,36-464,36,99999,36-99999,323,4,29,05,561,27,58,70,N,N,N,N,542.3
0041285,30,99999,30-99999,30,99999,30-99999,4237,1,24,05,93,2,139,149,N,N,N,N,5936.6
0041286,31,99999,31-99999,22,99999,22-99999,4233,4,38,14,6262,31,773,1028,N,N,N,N,157.4
0041287,36,104,36-104,12,370,12-370,327,3,31,04,830,131,1240,1490,N,Y,O,N,106.7
0041288,54,99999,54-99999,25,148,25-148,331,2,32,04,65610,18118,635,780,N,N,N,N,148.2
0041289,26,99999,26-99999,12,99999,12-99999,333,4,40,11,3206,102,1181,1247,N,N,N,N,743.5
0041290,09,99999,09-99999,09,99999,09-99999,4246,2,24,05,544,241,5,5,N,N,N,N,479.6
0041291,40,538,40-538,17,176,17-176,325,3,24,04,39879,37983,584,695,N,N,N,N,29.5
0041292,15,46520,15-46520,15,99999,15-99999,4239,2,40,14,5428,3,97,136,N,N,N,N,480.1
0041293,39,212,39-212,39,212,39-212,325,1,20,05,2070,51762,3,5,N,N,N,H,119.7
0041294,51,40060,51-40060,51,40060,51-40060,4236,2,35,04,9,1,11,16,N,N,N,N,5057.2
0041295,28,99999,28-99999,28,99999,28-99999,4239,2,41,04,7426,37384,153,168,N,N,N,N,72.6
0041296,45,99999,45-99999,45,99999,45-99999,326,2,24,14,127,27,25,27,N,N,N,N,925.7
0041297,13,122,13-122,48,99999,48-99999,326,1,24,04,15054,5709,970,1080,N,N,N,N,105.2
0041298,39,178,39-178,39,178,39-178,311,2,07,05,482,6391,10,13,Y,N,N,N,501.3
0041299,45,99999,45-99999,51,99999,51-99999,311,3,06,05,8021,55310,271,382,N,N,N,N,88.7
0041300,48,206,48-206,40,416,40-416,321,4,40,04,63894,34500,170,181,N,N,N,N,7.4
0041301,08,216,08-216,35,99999,35-99999,337,1,39,05,237,93,283,399,N,N,N,N,68.1
0041302,20,556,20-556,17,176,17-176,333,4,34,14,31,1,567,695,N,N,N,N,148.5
0041303,40,538,40-538,40,538,40-538,321,1,26,05,456,257,13,18,N,N,N,N,27.0
0041304,16,99999,16-99999,16,99999,16-99999,4244,1,43,05,931,599,191,236,Y,N,N,N,2791.6
0041305,36,408,36-408,36,408,36-408,4239,2,40,14,71020,1,1,1,N,N,N,N,85.7
0041306,51,99999,51-99999,36,104,36-104,326,1,24,05,19957,888,358,450,N,N,N,N,144.8
0041307,36,160,36-160,26,99999,26-99999,322,1,27,04,18295,31205,350,714,N,Y,C,N,213.1
0041308,48,99999,48-99999,08,216,08-216,335,3,35,04,20324,2255,536,676,N,N,N,N,95.5
0041309,15,99999,15-99999,15,99999,15-99999,4248,3,08,04,1240,724,11,11,N,N,N,N,65.5
0041310,06,41740,06-41740,06,41740,06-41740,336,1,37,04,547626,1095,6,6,N,N,N,N,378.3
0041311,17,176,17-176,26,266,26-266,311,2,06,05,17898,34344,130,197,Y,N,N,N,425.8
0041312,06,348,06-348,06,348,06-348,4248,3,08,05,430,160,4,6,N,N,N,N,2063.4
0041313,06,488,06-488,48,206,48-206,339,3,29,11,1,2,1454,1478,N,N,N,N,391.9
0041314,40,416,40-416,40,416,40-416,4231,2,24,05,43,1,3,4,N,N,N,N,4451.0
0041315,53,500,53-500,53,500,53-500,332,3,37,05,1840,2,13,19,N,N,N,N,129.5
0041316,39,198,39-198,39,198,39-198,331,2,32,05,15261,44043,90,119,N,N,N,N,72.2
0041317,20,556,20-556,18,99999,18-99999,326,4,24,04,40869,15250,572,687,N,N,N,N,18.2
0041318,51,545,51-545,51,545,51-545,4235,3,43,04,58,5,3,3,N,N,N,N,5137.5
0041319,42,99999,42-99999,42,99999,42-99999,4931,2,43,04,268404,25800,127,155,N,N,N,N,109.3
0041320,48,206,48-206,06,348,06-348,322,3,27,15,9568,37083,1245,1596,N,N,N,N,333.4
0041321,13,122,13-122,47,99999,47-99999,4238,2,34,14,39,1,93,118,N,N,N,N,1148.4
0041322,17,176,17-176,54,99999,54-99999,4246,2,28,14,217,16,444,544,N,N,N,N,708.9
0041323,25,99999,25-99999,36,99999,36-99999,4239,1,41,04,13215,72199,203,255,N,N,N,N,24.8
0041324,47,99999,47-99999,48,288,48-288,325,4,20,04,39528,47624,650,847,N,N,N,N,144.4
0041325,53,500,53-500,53,500,53-500,334,2,35,04,3351,5,5,7,N,N,N,N,743.2
0041326,41,440,41-440,41,440,41-440,323,1,29,05,2569,111,17,25,N,N,N,N,149.5
0041327,18,294,18-294,18,294,18-294,4236,3,43,04,35,1,16,16,N,N,N,N,12190.0
0041328,23,99999,23-99999,50,99999,50-99999,321,4,26,04,28146,48366,181,252,N,N,N,N,63.4
0041329,53,440,53-440,53,440,53-440,327,1,31,05,899,40020,3,4,N,N,N,N,41.0
0041330,48,206,48-206,40,538,40-538,4236,3,35,04,9,1,222,294,N,N,N,N,194733.5
0041331,09,25540,09-25540,36,408,36-408,326,3,24,11,49384,1621,93,263,N,Y,O,N,59.1
0041332,09,408,09-408,25,148,25-148,326,2,35,14,514,3,113,129,N,N,N,N,109.4
0041333,06,348,06-348,08,216,08-216,339,3,40,14,550,48,811,1047,N,N,N,N,1105.6
0041334,41,440,41-440,36,408,36-408,332,3,33,14,162,1,2450,2962,N,N,N,N,1147.3
0041335,23,99999,23-99999,23,99999,23-99999,4237,3,34,05,575,58,23,41,N,N,N,N,931.7
0041336,47,368,47-368,12,99999,12-99999,4231,1,36,04,4705,543,614,828,N,N,N,N,337.9
0041337,48,288,48-288,40,416,40-416,4232,1,33,04,44333,27142,387,422,N,N,N,N,1449.0
0041338,21,99999,21-99999,18,99999,18-99999,326,4,24,05,6309,6960,61,74,N,N,N,N,548.6
0041339,29,476,29-476,17,99999,17-99999,4238,2,36,14,1554,164,107,115,N,N,N,N,5.0
0041340,24,99999,24-99999,24,99999,24-99999,4238,3,34,04,4,18,25,29,N,N,N,N,1287.1
0041341,48,99999,48-99999,48,288,48-288,4238,4,34,14,102,3,305,367,N,N,N,N,16360.5
0041342,13,122,13-122,48,41700,48-41700,4243,3,30,04,3518,448,920,1041,N,N,N,N,139.8
0041343,40,416,40-416,01,99999,01-99999,4236,3,35,14,33,1,699,924,N,N,N,N,687.1
0041344,30,99999,30-99999,30,99999,30-99999,4236,3,24,05,11,4,24,24,N,N,N,N,570.5
0041345,08,216,08-216,08,216,08-216,4244,2,43,05,3285,2973,11,15,Y,N,N,N,1722.5
0041346,48,99999,48-99999,48,99999,48-99999,4232,4,40,04,5,4,3,3,N,N,N,N,1565.4
0041347,25,148,25-148,21,178,21-178,4234,2,38,11,192,1,748,764,N,N,N,N,1689.6
0041348,06,488,06-488,53,500,53-500,326,2,24,04,1827,2075,648,772,N,N,N,N,57.7
0041349,26,266,26-266,26,266,26-266,4235,3,32,04,9045,19774,5,5,N,N,N,N,94.7
0041350,41,99999,41-99999,06,488,06-488,4541,1,30,14,173,4,454,508,N,N,N,N,12840.7
0041351,12,370,12-370,13,122,13-122,4238,4,34,14,2443,18,596,1254,N,Y,O,N,554.5
0041352,06,348,06-348,06,348,06-348,325,2,32,04,394,9,35,42,N,N,N,N,683.3
0041353,06,488,06-488,13,99999,13-99999,335,1,35,14,226,22,2209,2671,N,N,N,N,265.8
0041354,22,406,22-406,22,406,22-406,4234,2,21,05,38,20,38,46,N,N,N,N,2259.5
0041355,39,178,39-178,01,99999,01-99999,325,3,22,04,2893,43175,347,431,N,N,N,H,101.5
0041356,49,99999,49-99999,36,464,36-464,333,1,34,14,344,3,1888,2169,N,N,N,N,507.3
0041357,10,99999,10-99999,13,99999,13-99999,336,1,35,04,105,3,516,677,N,N,N,N,434.1
0041358,40,99999,40-99999,26,220,26-220,336,1,34,04,14226,2588,788,994,N,Y,C,N,26.8
0041359,17,476,17-476,17,476,17-476,324,4,19,05,1318,40877,11,14,N,N,N,N,50.8
0041360,55,99999,55-99999,27,378,27-378,311,3,07,05,69508,13575,280,329,N,N,N,N,1662.2
0041361,08,99999,08-99999,08,99999,08-99999,335,4,35,14,133,11,124,216,N,N,N,N,34.0
0041362,51,545,51-545,51,40060,51-40060,4245,1,02,05,7160,58054,51,60,N,N,N,N,30.4
0041363,36,104,36-104,53,99999,53-99999,311,1,07,04,4227,3024,2088,2583,Y,N,N,N,226.7
0041364,21,178,21-178,36,408,36-408,313,1,30,14,101,6,582,718,N,Y,O,N,125.4
0041365,13,122,13-122,37,268,37-268,4249,2,01,05,8,1,290,342,Y,N,N,N,3326.4
0041366,49,482,49-482,08,99999,08-99999,4541,4,40,14,23,1,291,426,N,N,N,N,12068.8
0041367,12,300,12-300,12,99999,12-99999,4244,3,43,05,12571,8564,90,102,Y,N,N,N,216.4
0041368,18,99999,18-99999,18,99999,18-99999,4244,4,43,05,560,413,70,95,Y,N,N,N,2018.8
0041369,48,13140,48-13140,48,13140,48-13140,4233,3,43,05,117,2,4,4,N,N,N,N,1528.9
0041370,53,99999,53-99999,53,500,53-500,4239,4,30,14,185,4,90,200,N,Y,O,N,3760.3
0041371,06,99999,06-99999,19,99999,19-99999,4249,3,03,04,163,90,1487,1762,Y,N,N,N,759.7
0041372,26,99999,26-99999,17,176,17-176,339,3,38,14,3156,21,358,822,N,Y,O,N,81.7
0041373,51,99999,51-99999,36,464,36-464,325,4,23,04,74190,23524,393,558,N,N,N,N,28.4
0041374,26,266,26-266,06,472,06-472,332,4,33,14,39,2,1802,2105,N,N,N,N,1284.5
0041375,22,406,22-406,48,288,48-288,325,2,24,06,350480,481910,264,352,N,Y,O,N,79.7
0041376,27,378,27-378,49,99999,49-99999,332,4,40,14,9,1,1119,1554,N,N,N,N,960.7
0041377,26,220,26-220,26,220,26-220,331,3,32,05,1647,3447,26,35,N,N,N,N,446.2
0041378,39,198,39-198,39,198,39-198,4241,2,28,05,4009,3887,12,16,N,N,N,N,349.4
0041379,42,99999,42-99999,48,206,48-206,311,2,05,04,42,18,1286,1533,Y,N,N,N,204.9
0041380,55,99999,55-99999,44,148,44-148,332,4,24,14,1470,3,949,1012,N,N,N,N,390.6
0041381,55,376,55-376,55,376,55-376,323,2,29,05,55,4,3,3,N,N,N,N,326.7
0041382,54,99999,54-99999,42,99999,42-99999,4235,1,33,04,2609,2333,201,267,N,N,N,N,463.9
0041383,12,422,12-422,13,122,13-122,326,2,24,04,7114,5812,420,460,N,N,N,N,17.6
0041384,27,99999,27-99999,27,99999,27-99999,325,1,02,05,5199,49598,15,15,N,N,N,N,96.0
0041385,19,99999,19-99999,17,176,17-176,323,2,30,14,860,33,169,195,N,N,N,N,1450.0
0041386,08,216,08-216,08,216,08-216,311,4,05,05,96,29,32,39,Y,N,N,N,1492.5
0041387,23,99999,23-99999,39,99999,39-99999,322,3,27,04,4524,1838,670,824,N,N,N,N,32.2
0041388,35,99999,35-99999,12,99999,12-99999,339,3,40,14,89,1,1532,1921,N,N,N,N,1724.5
0041389,48,238,48-238,47,368,47-368,4234,1,40,14,7031,13,977,1693,N,Y,O,N,39.5
0041390,41,440,41-440,53,99999,53-99999,311,4,05,04,43790,16958,140,193,Y,N,N,N,157.5
0041391,26,99999,26-99999,38,99999,38-99999,337,1,39,04,480,235,542,890,N,N,N,N,195.8
0041392,34,408,34-408,34,408,34-408,4244,2,07,05,10586,41170,2,2,N,N,N,N,1150.9
0041393,49,482,49-482,49,482,49-482,4247,1,19,05,506,398,32,39,N,N,N,N,2270.9
0041394,12,99999,12-99999,12,370,12-370,325,1,20,05,422,9705,129,141,Y,N,N,H,52.2
0041395,12,300,12-300,13,99999,13-99999,332,4,33,04,27143,35075,167,188,N,N,N,N,34.9
0041396,06,348,06-348,36,408,36-408,339,2,43,14,85,5,2469,2836,N,N,N,N,245.6
0041397,36,104,36-104,36,104,36-104,4247,2,17,04,2849,5696,32,38,N,N,N,P,4255.9
0041398,51,99999,51-99999,51,99999,51-99999,4231,2,24,05,175,42,16,32,N,N,N,N,17667.8
0041399,27,378,27-378,31,420,31-420,339,1,40,04,3800,271,303,393,N,N,N,N,34.3
0041400,04,38060,04-38060,04,38060,04-38060,4931,1,43,04,223725,36716,5,5,N,N,N,N,100.4
0041401,06,348,06-348,06,348,06-348,4243,1,30,05,6876,448,9,11,N,N,N,N,63.8
0041402,22,406,22-406,06,348,06-348,327,4,31,06,5045,36129,1644,2059,N,N,N,N,39.6
0041403,36,104,36-104,36,99999,36-99999,4231,1,36,14,181,1,84,100,N,N,N,N,4383.6
0041404,13,122,13-122,37,450,37-450,4931,4,04,04,40282,38473,347,411,N,N,N,N,241.0
0041405,40,416,40-416,40,416,40-416,4246,1,20,05,301,814,4,4,N,N,N,H,1081.2
0041406,39,198,39-198,39,198,39-198,325,1,13,05,5374,6366,5,5,N,N,N,N,102.7
0041407,17,99999,17-99999,18,294,18-294,332,3,33,04,166,99,229,290,N,N,N,N,522.3
0041408,25,148,25-148,25,148,25-148,4249,3,34,14,453,23,6,8,N,N,N,N,2166.6
0041409,48,99999,48-99999,11,47900,11-47900,4931,3,23,14,164,13,1084,1253,N,N,N,N,4485.1
0041410,49,482,49-482,55,99999,55-99999,4238,4,24,14,110,11,1236,1547,N,N,N,N,490.8
0041411,18,99999,18-99999,39,99999,39-99999,325,3,24,04,20995,18400,237,293,N,N,N,N,107.7
0041412,45,99999,45-99999,39,198,39-198,4235,1,36,04,8478,1328,464,632,N,N,N,N,152.0
0041413,40,416,40-416,40,99999,40-99999,4231,3,36,05,72,100,66,84,N,N,N,N,32066.7
0041414,08,99999,08-99999,08,216,08-216,312,1,08,04,35343,51005,70,83,N,N,N,N,369.1
0041415,55,376,55-376,55,99999,55-99999,4541,4,21,14,34,1,81,90,N,N,N,N,2929.6
0041416,37,450,37-450,37,450,37-450,45431,2,19,05,176,204,5,10,Y,N,N,H,96.7
0041417,24,12580,24-12580,36,160,36-160,325,3,23,04,450,93,300,491,N,Y,C,P,301.7
0041418,09,99999,09-99999,23,99999,23-99999,4239,1,33,14,33,1,338,434,N,N,N,N,75049.2
0041419,39,184,39-184,09,99999,09-99999,325,2,40,14,331,34,489,571,N,N,N,N,779.6
0041420,21,350,21-350,36,464,36-464,332,1,36,04,22503,38144,519,583,N,N,N,N,54.9
0041421,29,476,29-476,17,476,17-476,326,1,24,05,6880,6366,22,30,N,N,N,N,33.5
0041422,29,476,29-476,29,476,29-476,45431,3,19,05,44,9,24,30,N,N,N,H,235.7
0041423,42,428,42-428,53,500,53-500,332,1,33,14,1703,1,2368,2865,N,N,N,N,266.8
0041424,31,420,31-420,19,99999,19-99999,332,2,40,04,882,250,282,314,N,N,N,N,60.4
0041425,17,99999,17-99999,18,99999,18-99999,336,2,36,04,9574,3417,89,118,N,N,N,N,570.1
0041426,48,204,48-204,48,12420,48-12420,4243,4,29,14,10,1,171,214,N,N,N,N,1607.7
0041427,16,99999,16-99999,26,99999,26-99999,339,3,37,14,147,12,1518,2006,N,N,N,N,159.2
0041428,24,47900,24-47900,09,408,09-408,325,3,20,11,89,7,265,349,N,N,N,N,532.5
0041429,26,99999,26-99999,27,378,27-378,339,1,40,14,68,39,426,567,N,N,N,N,1475.6
0041430,21,350,21-350,05,99999,05-99999,334,4,35,04,12612,5191,572,664,N,N,N,N,19.4
